Unnamed: 0,Port(s),Protocol,Service,Details,Source
27,2300-2400,"tcp,udp",applications,Warzone 2100 GameSpy,Portforward
1,2340,tcp,wrs-registry,"""WRS Registry",IANA
2,2340,"tcp,udp",wrs_registry,WRS Registry,IANA
3,2340,udp,wrs-registry,"""WRS Registry",IANA
4,2300-2400,udp,applications,Age of Empires II,Portforward
5,2300-2400,udp,applications,Alpha Centauri,Portforward
6,2300-2400,udp,applications,Chessmaster 8000,Portforward
7,2300-2400,udp,applications,Cossacks,Portforward
8,2300-2400,udp,applications,DirectX 7,Portforward
9,2300-2400,udp,applications,Enemy Engaged 2,Portforward
10,2300-2400,udp,applications,Flight Simulator 2000,Portforward
11,2300-2400,udp,applications,Flight Simulator 2002,Portforward
12,2300-2400,udp,applications,Freelancer Server,Portforward
13,2300-2400,udp,applications,Janes F-18,Portforward
14,2300-2400,udp,applications,MechCommander 2,Portforward
15,2300-2400,udp,applications,MSN Game Zone DX,Portforward
16,2300-2400,udp,applications,Pools of Radiance Ruins of Myth Drannor,Portforward
17,2300-2399,udp,applications,Rakion,Portforward
18,2300-2400,udp,applications,Re-Volt,Portforward
19,2300-2400,udp,applications,Stronghold Crusader,Portforward
20,2300-2400,udp,applications,Total Annihilation,Portforward
21,2300-2400,udp,applications,Warlords Battlecry,Portforward
22,2300-2400,udp,applications,Warlords Battlecry II,Portforward
23,2300-2400,"tcp,udp",applications,Warzone 2100 GameSpy,Portforward
1,2341,"tcp,udp",xiostatus,XIO Status,IANA
2,2300-2400,udp,applications,Age of Empires II,Portforward
3,2300-2400,udp,applications,Alpha Centauri,Portforward
4,2300-2400,udp,applications,Chessmaster 8000,Portforward
5,2300-2400,udp,applications,Cossacks,Portforward
6,2300-2400,udp,applications,DirectX 7,Portforward
7,2300-2400,udp,applications,Enemy Engaged 2,Portforward
8,2300-2400,udp,applications,Flight Simulator 2000,Portforward
9,2300-2400,udp,applications,Flight Simulator 2002,Portforward
10,2300-2400,udp,applications,Freelancer Server,Portforward
11,2300-2400,udp,applications,Janes F-18,Portforward
12,2300-2400,udp,applications,MechCommander 2,Portforward
13,2300-2400,udp,applications,MSN Game Zone DX,Portforward
14,2300-2400,udp,applications,Pools of Radiance Ruins of Myth Drannor,Portforward
15,2300-2399,udp,applications,Rakion,Portforward
16,2300-2400,udp,applications,Re-Volt,Portforward
17,2300-2400,udp,applications,Stronghold Crusader,Portforward
18,2300-2400,udp,applications,Total Annihilation,Portforward
19,2300-2400,udp,applications,Warlords Battlecry,Portforward
20,2300-2400,udp,applications,Warlords Battlecry II,Portforward
21,2300-2400,"tcp,udp",applications,Warzone 2100 GameSpy,Portforward
1,2342,"tcp,udp",manage-exec,Seagate Manage Exec,IANA
2,2300-2400,udp,applications,Age of Empires II,Portforward
3,2300-2400,udp,applications,Alpha Centauri,Portforward
4,2300-2400,udp,applications,Chessmaster 8000,Portforward
5,2300-2400,udp,applications,Cossacks,Portforward
6,2300-2400,udp,applications,DirectX 7,Portforward
7,2300-2400,udp,applications,Enemy Engaged 2,Portforward
8,2300-2400,udp,applications,Flight Simulator 2000,Portforward
9,2300-2400,udp,applications,Flight Simulator 2002,Portforward
10,2300-2400,udp,applications,Freelancer Server,Portforward
11,2300-2400,udp,applications,Janes F-18,Portforward
12,2300-2400,udp,applications,MechCommander 2,Portforward
13,2300-2400,udp,applications,MSN Game Zone DX,Portforward
14,2300-2400,udp,applications,Pools of Radiance Ruins of Myth Drannor,Portforward
15,2300-2399,udp,applications,Rakion,Portforward
16,2300-2400,udp,applications,Re-Volt,Portforward
17,2300-2400,udp,applications,Stronghold Crusader,Portforward
18,2300-2400,udp,applications,Total Annihilation,Portforward
19,2300-2400,udp,applications,Warlords Battlecry,Portforward
20,2300-2400,udp,applications,Warlords Battlecry II,Portforward
21,2300-2400,"tcp,udp",applications,Warzone 2100 GameSpy,Portforward
1,2343,tcp,trojans,"Backdoor.Asylum (05.2000) - remote access trojan, uses ports 81, 2343, 23432 by default.IANA registered for: nati logos",SG
2,2343,tcp,trojan,Asylum,Trojans
3,2343,"tcp,udp",nati-logos,nati logos,IANA
4,2300-2400,udp,applications,Age of Empires II,Portforward
5,2300-2400,udp,applications,Alpha Centauri,Portforward
6,2300-2400,udp,applications,Chessmaster 8000,Portforward
7,2300-2400,udp,applications,Cossacks,Portforward
8,2300-2400,udp,applications,DirectX 7,Portforward
9,2300-2400,udp,applications,Enemy Engaged 2,Portforward
10,2300-2400,udp,applications,Flight Simulator 2000,Portforward
11,2300-2400,udp,applications,Flight Simulator 2002,Portforward
12,2300-2400,udp,applications,Freelancer Server,Portforward
13,2300-2400,udp,applications,Janes F-18,Portforward
14,2300-2400,udp,applications,MechCommander 2,Portforward
15,2300-2400,udp,applications,MSN Game Zone DX,Portforward
16,2300-2400,udp,applications,Pools of Radiance Ruins of Myth Drannor,Portforward
17,2300-2399,udp,applications,Rakion,Portforward
18,2300-2400,udp,applications,Re-Volt,Portforward
19,2300-2400,udp,applications,Stronghold Crusader,Portforward
20,2300-2400,udp,applications,Total Annihilation,Portforward
21,2300-2400,udp,applications,Warlords Battlecry,Portforward
22,2300-2400,udp,applications,Warlords Battlecry II,Portforward
23,2300-2400,"tcp,udp",applications,Warzone 2100 GameSpy,Portforward
1,2344,"tcp,udp",fcmsys,fcmsys,IANA
2,2300-2400,udp,applications,Age of Empires II,Portforward
3,2300-2400,udp,applications,Alpha Centauri,Portforward
4,2300-2400,udp,applications,Chessmaster 8000,Portforward
5,2300-2400,udp,applications,Cossacks,Portforward
6,2300-2400,udp,applications,DirectX 7,Portforward
7,2300-2400,udp,applications,Enemy Engaged 2,Portforward
8,2300-2400,udp,applications,Flight Simulator 2000,Portforward
9,2300-2400,udp,applications,Flight Simulator 2002,Portforward
10,2300-2400,udp,applications,Freelancer Server,Portforward
11,2300-2400,udp,applications,Janes F-18,Portforward
12,2300-2400,udp,applications,MechCommander 2,Portforward
13,2300-2400,udp,applications,MSN Game Zone DX,Portforward
14,2300-2400,udp,applications,Pools of Radiance Ruins of Myth Drannor,Portforward
15,2300-2399,udp,applications,Rakion,Portforward
16,2300-2400,udp,applications,Re-Volt,Portforward
17,2300-2400,udp,applications,Stronghold Crusader,Portforward
18,2300-2400,udp,applications,Total Annihilation,Portforward
19,2300-2400,udp,applications,Warlords Battlecry,Portforward
20,2300-2400,udp,applications,Warlords Battlecry II,Portforward
21,2300-2400,"tcp,udp",applications,Warzone 2100 GameSpy,Portforward
1,2345,tcp,worms,"W32.Netsky.AE@mm [Symantec-2004-102522-4640-99] (2004.10.25) - a mass-mailing worm that uses its own SMTP engine to send itself to all email addresses it finds in the Windows address book on the infected computer. It also spreads by copying itself to the shared folders of various file-sharing and instant messaging programs.W32.Yimfoca [Symantec-2010-050209-1610-99] (2010.05.02) - a worm that spreads by sending links through Yahoo! Messenger and displays surveys when popular websites are visited.Buffer overflow in HP Openview Network Node Manager 6.1 allows remote attackers to execute arbitrary commands via the Alarm service (OVALARMSRV) on port 2345.References: [CVE-2000-0558] [BID-1317]By default, the port is used by Symon Communications - Symon2KpipeServer -can be changed by administrator to anything.Doly trojan also uses this port",SG
2,2345,tcp,trojan,[trojan] Doly Trojan,Trojans
3,2345,tcp,DolyTrojan,[trojan] Doly Trojan,SANS
4,2345,tcp,threat,HP OpenView Network Node Manager v6.1 for Windows NT 4.0 has a buffer overflow in its Alarm service which is installed on TCP port 2345 by default.,Bekkoame
5,2345,"tcp,udp",dbm,dbm,IANA
6,2300-2400,udp,applications,Age of Empires II,Portforward
7,2300-2400,udp,applications,Alpha Centauri,Portforward
8,2300-2400,udp,applications,Chessmaster 8000,Portforward
9,2300-2400,udp,applications,Cossacks,Portforward
10,2300-2400,udp,applications,DirectX 7,Portforward
11,2300-2400,udp,applications,Enemy Engaged 2,Portforward
12,2300-2400,udp,applications,Flight Simulator 2000,Portforward
13,2300-2400,udp,applications,Flight Simulator 2002,Portforward
14,2300-2400,udp,applications,Freelancer Server,Portforward
15,2300-2400,udp,applications,Janes F-18,Portforward
16,2300-2400,udp,applications,MechCommander 2,Portforward
17,2300-2400,udp,applications,MSN Game Zone DX,Portforward
18,2300-2400,udp,applications,Pools of Radiance Ruins of Myth Drannor,Portforward
19,2300-2399,udp,applications,Rakion,Portforward
20,2300-2400,udp,applications,Re-Volt,Portforward
21,2300-2400,udp,applications,Stronghold Crusader,Portforward
22,2300-2400,udp,applications,Total Annihilation,Portforward
23,2300-2400,udp,applications,Warlords Battlecry,Portforward
24,2300-2400,udp,applications,Warlords Battlecry II,Portforward
25,2300-2400,"tcp,udp",applications,Warzone 2100 GameSpy,Portforward
1,2346,tcp,games,"Rainbow Six (Client and Server), Rogue Spear, Ghost Recon (TCP/UDP)",SG
2,2346-2348,"tcp,udp",applications,Ghost Recon,Portforward
3,2346,"tcp,udp",applications,Rainbow Six,Portforward
4,2346-2348,"tcp,udp",applications,Rainbow Six Lockdown,Portforward
5,"2346-2348,44000,45000",udp,applications,Rainbow Six Lockdown with Ubi.com,Portforward
6,"80, 2346-2348, 6668, 40000-42999",tcp,applications,Rainbow Six Lockdown with Ubi.com,Portforward
7,2346,"tcp,udp",applications,Rogue Spear,Portforward
8,2346,tcp,redstorm-join,"""Game Connection Port",IANA
9,2346,"tcp,udp",redstorm_join,Game Connection Port,IANA
10,2346,udp,redstorm-join,"""Game Connection Port",IANA
11,2300-2400,udp,applications,Age of Empires II,Portforward
12,2300-2400,udp,applications,Alpha Centauri,Portforward
13,2300-2400,udp,applications,Chessmaster 8000,Portforward
14,2300-2400,udp,applications,Cossacks,Portforward
15,2300-2400,udp,applications,DirectX 7,Portforward
16,2300-2400,udp,applications,Enemy Engaged 2,Portforward
17,2300-2400,udp,applications,Flight Simulator 2000,Portforward
18,2300-2400,udp,applications,Flight Simulator 2002,Portforward
19,2300-2400,udp,applications,Freelancer Server,Portforward
20,2300-2400,udp,applications,Janes F-18,Portforward
21,2300-2400,udp,applications,MechCommander 2,Portforward
22,2300-2400,udp,applications,MSN Game Zone DX,Portforward
23,2300-2400,udp,applications,Pools of Radiance Ruins of Myth Drannor,Portforward
24,2300-2399,udp,applications,Rakion,Portforward
25,2300-2400,udp,applications,Re-Volt,Portforward
26,2300-2400,udp,applications,Stronghold Crusader,Portforward
27,2300-2400,udp,applications,Total Annihilation,Portforward
28,2300-2400,udp,applications,Warlords Battlecry,Portforward
29,2300-2400,udp,applications,Warlords Battlecry II,Portforward
30,2300-2400,"tcp,udp",applications,Warzone 2100 GameSpy,Portforward
1,2347,"tcp,udp",games,Ghost Recon,SG
2,2347,tcp,redstorm-find,"""Game Announcement and Location",IANA
3,2347,"tcp,udp",redstorm_find,Game Announcement and Location,IANA
4,2347,udp,redstorm-find,"""Game Announcement and Location",IANA
5,2300-2400,udp,applications,Age of Empires II,Portforward
6,2300-2400,udp,applications,Alpha Centauri,Portforward
7,2300-2400,udp,applications,Chessmaster 8000,Portforward
8,2300-2400,udp,applications,Cossacks,Portforward
9,2300-2400,udp,applications,DirectX 7,Portforward
10,2300-2400,udp,applications,Enemy Engaged 2,Portforward
11,2300-2400,udp,applications,Flight Simulator 2000,Portforward
12,2300-2400,udp,applications,Flight Simulator 2002,Portforward
13,2300-2400,udp,applications,Freelancer Server,Portforward
14,2346-2348,"tcp,udp",applications,Ghost Recon,Portforward
15,2300-2400,udp,applications,Janes F-18,Portforward
16,2300-2400,udp,applications,MechCommander 2,Portforward
17,2300-2400,udp,applications,MSN Game Zone DX,Portforward
18,2300-2400,udp,applications,Pools of Radiance Ruins of Myth Drannor,Portforward
19,2346-2348,"tcp,udp",applications,Rainbow Six Lockdown,Portforward
20,2300-2399,udp,applications,Rakion,Portforward
21,2300-2400,udp,applications,Re-Volt,Portforward
22,2300-2400,udp,applications,Stronghold Crusader,Portforward
23,2300-2400,udp,applications,Total Annihilation,Portforward
24,2300-2400,udp,applications,Warlords Battlecry,Portforward
25,2300-2400,udp,applications,Warlords Battlecry II,Portforward
26,2300-2400,"tcp,udp",applications,Warzone 2100 GameSpy,Portforward
1,2348,"tcp,udp",games,Ghost Recon,SG
2,2346-2348,"tcp,udp",applications,Ghost Recon,Portforward
3,2346-2348,"tcp,udp",applications,Rainbow Six Lockdown,Portforward
4,"2346-2348,44000,45000",udp,applications,Rainbow Six Lockdown with Ubi.com,Portforward
5,"80, 2346-2348, 6668, 40000-42999",tcp,applications,Rainbow Six Lockdown with Ubi.com,Portforward
6,2348,tcp,redstorm-info,"""Information to query for game status",IANA
7,2348,"tcp,udp",redstorm_info,Information to query for game status,IANA
8,2348,udp,redstorm-info,"""Information to query for game status",IANA
9,2300-2400,udp,applications,Age of Empires II,Portforward
10,2300-2400,udp,applications,Alpha Centauri,Portforward
11,2300-2400,udp,applications,Chessmaster 8000,Portforward
12,2300-2400,udp,applications,Cossacks,Portforward
13,2300-2400,udp,applications,DirectX 7,Portforward
14,2300-2400,udp,applications,Enemy Engaged 2,Portforward
15,2300-2400,udp,applications,Flight Simulator 2000,Portforward
16,2300-2400,udp,applications,Flight Simulator 2002,Portforward
17,2300-2400,udp,applications,Freelancer Server,Portforward
18,2300-2400,udp,applications,Janes F-18,Portforward
19,2300-2400,udp,applications,MechCommander 2,Portforward
20,2300-2400,udp,applications,MSN Game Zone DX,Portforward
21,2300-2400,udp,applications,Pools of Radiance Ruins of Myth Drannor,Portforward
22,2300-2399,udp,applications,Rakion,Portforward
23,2300-2400,udp,applications,Re-Volt,Portforward
24,2300-2400,udp,applications,Stronghold Crusader,Portforward
25,2300-2400,udp,applications,Total Annihilation,Portforward
26,2300-2400,udp,applications,Warlords Battlecry,Portforward
27,2300-2400,udp,applications,Warlords Battlecry II,Portforward
28,2300-2400,"tcp,udp",applications,Warzone 2100 GameSpy,Portforward
1,2349,tcp,redstorm_diag,Diagnostics Port,SANS
2,2349,udp,redstorm_diag,Disgnostics Port,SANS
3,2349,tcp,redstorm-diag,"""Diagnostics Port",IANA
4,2349,"tcp,udp",redstorm_diag,Diagnostics Port,IANA
5,2349,udp,redstorm-diag,"""Diagnostics Port",IANA
6,2300-2400,udp,applications,Age of Empires II,Portforward
7,2300-2400,udp,applications,Alpha Centauri,Portforward
8,2300-2400,udp,applications,Chessmaster 8000,Portforward
9,2300-2400,udp,applications,Cossacks,Portforward
10,2300-2400,udp,applications,DirectX 7,Portforward
11,2300-2400,udp,applications,Enemy Engaged 2,Portforward
12,2300-2400,udp,applications,Flight Simulator 2000,Portforward
13,2300-2400,udp,applications,Flight Simulator 2002,Portforward
14,2300-2400,udp,applications,Freelancer Server,Portforward
15,2300-2400,udp,applications,Janes F-18,Portforward
16,2300-2400,udp,applications,MechCommander 2,Portforward
17,2300-2400,udp,applications,MSN Game Zone DX,Portforward
18,2300-2400,udp,applications,Pools of Radiance Ruins of Myth Drannor,Portforward
19,2300-2399,udp,applications,Rakion,Portforward
20,2300-2400,udp,applications,Re-Volt,Portforward
21,2300-2400,udp,applications,Stronghold Crusader,Portforward
22,2300-2400,udp,applications,Total Annihilation,Portforward
23,2300-2400,udp,applications,Warlords Battlecry,Portforward
24,2300-2400,udp,applications,Warlords Battlecry II,Portforward
25,2300-2400,"tcp,udp",applications,Warzone 2100 GameSpy,Portforward
1,2350,udp,games,"Commandos 3: Destination Berlin, Take No Prisoners, TrackMania (TCP/UDP), Virtual Skipper 3 and 4 (TCP/UDP)",SG
2,2350,tcp,applications,"Nadeo Game Engine for Nadeo TrackMania and Nadeo Virtual Skipper 3 allows remote attackers to cause a denial of service (server crash) via malformed data to TCP port 2350, possibly due to long values or incorrect size fields.References: [CVE-2004-2077], [BID-9604]",SG
3,2350,"tcp,udp",psbserver,psbserver,SANS
4,2350,"tcp,udp",applications,Track Mania,Portforward
5,2350,"tcp,udp",applications,Virtual Skipper 3 + 4,Portforward
6,2350,"tcp,udp",psbserver,Pharos Booking Server,IANA
7,2300-2400,udp,applications,Age of Empires II,Portforward
8,2300-2400,udp,applications,Alpha Centauri,Portforward
9,2300-2400,udp,applications,Chessmaster 8000,Portforward
10,2300-2400,udp,applications,Cossacks,Portforward
11,2300-2400,udp,applications,DirectX 7,Portforward
12,2300-2400,udp,applications,Enemy Engaged 2,Portforward
13,2300-2400,udp,applications,Flight Simulator 2000,Portforward
14,2300-2400,udp,applications,Flight Simulator 2002,Portforward
15,2300-2400,udp,applications,Freelancer Server,Portforward
16,2300-2400,udp,applications,Janes F-18,Portforward
17,2300-2400,udp,applications,MechCommander 2,Portforward
18,2300-2400,udp,applications,MSN Game Zone DX,Portforward
19,2300-2400,udp,applications,Pools of Radiance Ruins of Myth Drannor,Portforward
20,2300-2399,udp,applications,Rakion,Portforward
21,2300-2400,udp,applications,Re-Volt,Portforward
22,2300-2400,udp,applications,Stronghold Crusader,Portforward
23,2300-2400,udp,applications,Total Annihilation,Portforward
24,2300-2400,udp,applications,Warlords Battlecry,Portforward
25,2300-2400,udp,applications,Warlords Battlecry II,Portforward
26,2300-2400,"tcp,udp",applications,Warzone 2100 GameSpy,Portforward
1,2351,"tcp,udp",psrserver,psrserver,IANA
2,2300-2400,udp,applications,Age of Empires II,Portforward
3,2300-2400,udp,applications,Alpha Centauri,Portforward
4,2300-2400,udp,applications,Chessmaster 8000,Portforward
5,2300-2400,udp,applications,Cossacks,Portforward
6,2300-2400,udp,applications,DirectX 7,Portforward
7,2300-2400,udp,applications,Enemy Engaged 2,Portforward
8,2300-2400,udp,applications,Flight Simulator 2000,Portforward
9,2300-2400,udp,applications,Flight Simulator 2002,Portforward
10,2300-2400,udp,applications,Freelancer Server,Portforward
11,2300-2400,udp,applications,Janes F-18,Portforward
12,2300-2400,udp,applications,MechCommander 2,Portforward
13,2300-2400,udp,applications,MSN Game Zone DX,Portforward
14,2300-2400,udp,applications,Pools of Radiance Ruins of Myth Drannor,Portforward
15,2300-2399,udp,applications,Rakion,Portforward
16,2300-2400,udp,applications,Re-Volt,Portforward
17,2300-2400,udp,applications,Stronghold Crusader,Portforward
18,2300-2400,udp,applications,Total Annihilation,Portforward
19,2300-2400,udp,applications,Warlords Battlecry,Portforward
20,2300-2400,udp,applications,Warlords Battlecry II,Portforward
21,2300-2400,"tcp,udp",applications,Warzone 2100 GameSpy,Portforward
1,2352,"tcp,udp",pslserver,pslserver,IANA
2,2300-2400,udp,applications,Age of Empires II,Portforward
3,2300-2400,udp,applications,Alpha Centauri,Portforward
4,2300-2400,udp,applications,Chessmaster 8000,Portforward
5,2300-2400,udp,applications,Cossacks,Portforward
6,2300-2400,udp,applications,DirectX 7,Portforward
7,2300-2400,udp,applications,Enemy Engaged 2,Portforward
8,2300-2400,udp,applications,Flight Simulator 2000,Portforward
9,2300-2400,udp,applications,Flight Simulator 2002,Portforward
10,2300-2400,udp,applications,Freelancer Server,Portforward
11,2300-2400,udp,applications,Janes F-18,Portforward
12,2300-2400,udp,applications,MechCommander 2,Portforward
13,2300-2400,udp,applications,MSN Game Zone DX,Portforward
14,2300-2400,udp,applications,Pools of Radiance Ruins of Myth Drannor,Portforward
15,2300-2399,udp,applications,Rakion,Portforward
16,2300-2400,udp,applications,Re-Volt,Portforward
17,2300-2400,udp,applications,Stronghold Crusader,Portforward
18,2300-2400,udp,applications,Total Annihilation,Portforward
19,2300-2400,udp,applications,Warlords Battlecry,Portforward
20,2300-2400,udp,applications,Warlords Battlecry II,Portforward
21,2300-2400,"tcp,udp",applications,Warzone 2100 GameSpy,Portforward
1,2353,"tcp,udp",pspserver,pspserver,IANA
2,2300-2400,udp,applications,Age of Empires II,Portforward
3,2300-2400,udp,applications,Alpha Centauri,Portforward
4,2300-2400,udp,applications,Chessmaster 8000,Portforward
5,2300-2400,udp,applications,Cossacks,Portforward
6,2300-2400,udp,applications,DirectX 7,Portforward
7,2300-2400,udp,applications,Enemy Engaged 2,Portforward
8,2300-2400,udp,applications,Flight Simulator 2000,Portforward
9,2300-2400,udp,applications,Flight Simulator 2002,Portforward
10,2300-2400,udp,applications,Freelancer Server,Portforward
11,2300-2400,udp,applications,Janes F-18,Portforward
12,2300-2400,udp,applications,MechCommander 2,Portforward
13,2300-2400,udp,applications,MSN Game Zone DX,Portforward
14,2300-2400,udp,applications,Pools of Radiance Ruins of Myth Drannor,Portforward
15,2300-2399,udp,applications,Rakion,Portforward
16,2300-2400,udp,applications,Re-Volt,Portforward
17,2300-2400,udp,applications,Stronghold Crusader,Portforward
18,2300-2400,udp,applications,Total Annihilation,Portforward
19,2300-2400,udp,applications,Warlords Battlecry,Portforward
20,2300-2400,udp,applications,Warlords Battlecry II,Portforward
21,2300-2400,"tcp,udp",applications,Warzone 2100 GameSpy,Portforward
1,2354,"tcp,udp",psprserver,psprserver,IANA
2,2300-2400,udp,applications,Age of Empires II,Portforward
3,2300-2400,udp,applications,Alpha Centauri,Portforward
4,2300-2400,udp,applications,Chessmaster 8000,Portforward
5,2300-2400,udp,applications,Cossacks,Portforward
6,2300-2400,udp,applications,DirectX 7,Portforward
7,2300-2400,udp,applications,Enemy Engaged 2,Portforward
8,2300-2400,udp,applications,Flight Simulator 2000,Portforward
9,2300-2400,udp,applications,Flight Simulator 2002,Portforward
10,2300-2400,udp,applications,Freelancer Server,Portforward
11,2300-2400,udp,applications,Janes F-18,Portforward
12,2300-2400,udp,applications,MechCommander 2,Portforward
13,2300-2400,udp,applications,MSN Game Zone DX,Portforward
14,2300-2400,udp,applications,Pools of Radiance Ruins of Myth Drannor,Portforward
15,2300-2399,udp,applications,Rakion,Portforward
16,2300-2400,udp,applications,Re-Volt,Portforward
17,2300-2400,udp,applications,Stronghold Crusader,Portforward
18,2300-2400,udp,applications,Total Annihilation,Portforward
19,2300-2400,udp,applications,Warlords Battlecry,Portforward
20,2300-2400,udp,applications,Warlords Battlecry II,Portforward
21,2300-2400,"tcp,udp",applications,Warzone 2100 GameSpy,Portforward
1,2355,"tcp,udp",psdbserver,psdbserver,IANA
2,2300-2400,udp,applications,Age of Empires II,Portforward
3,2300-2400,udp,applications,Alpha Centauri,Portforward
4,2300-2400,udp,applications,Chessmaster 8000,Portforward
5,2300-2400,udp,applications,Cossacks,Portforward
6,2300-2400,udp,applications,DirectX 7,Portforward
7,2300-2400,udp,applications,Enemy Engaged 2,Portforward
8,2300-2400,udp,applications,Flight Simulator 2000,Portforward
9,2300-2400,udp,applications,Flight Simulator 2002,Portforward
10,2300-2400,udp,applications,Freelancer Server,Portforward
11,2300-2400,udp,applications,Janes F-18,Portforward
12,2300-2400,udp,applications,MechCommander 2,Portforward
13,2300-2400,udp,applications,MSN Game Zone DX,Portforward
14,2300-2400,udp,applications,Pools of Radiance Ruins of Myth Drannor,Portforward
15,2300-2399,udp,applications,Rakion,Portforward
16,2300-2400,udp,applications,Re-Volt,Portforward
17,2300-2400,udp,applications,Stronghold Crusader,Portforward
18,2300-2400,udp,applications,Total Annihilation,Portforward
19,2300-2400,udp,applications,Warlords Battlecry,Portforward
20,2300-2400,udp,applications,Warlords Battlecry II,Portforward
21,2300-2400,"tcp,udp",applications,Warzone 2100 GameSpy,Portforward
1,2356,"tcp,udp",gxtelmd,GXT License Managemant,IANA
2,2300-2400,udp,applications,Age of Empires II,Portforward
3,2300-2400,udp,applications,Alpha Centauri,Portforward
4,2300-2400,udp,applications,Chessmaster 8000,Portforward
5,2300-2400,udp,applications,Cossacks,Portforward
6,2300-2400,udp,applications,DirectX 7,Portforward
7,2300-2400,udp,applications,Enemy Engaged 2,Portforward
8,2300-2400,udp,applications,Flight Simulator 2000,Portforward
9,2300-2400,udp,applications,Flight Simulator 2002,Portforward
10,2300-2400,udp,applications,Freelancer Server,Portforward
11,2300-2400,udp,applications,Janes F-18,Portforward
12,2300-2400,udp,applications,MechCommander 2,Portforward
13,2300-2400,udp,applications,MSN Game Zone DX,Portforward
14,2300-2400,udp,applications,Pools of Radiance Ruins of Myth Drannor,Portforward
15,2300-2399,udp,applications,Rakion,Portforward
16,2300-2400,udp,applications,Re-Volt,Portforward
17,2300-2400,udp,applications,Stronghold Crusader,Portforward
18,2300-2400,udp,applications,Total Annihilation,Portforward
19,2300-2400,udp,applications,Warlords Battlecry,Portforward
20,2300-2400,udp,applications,Warlords Battlecry II,Portforward
21,2300-2400,"tcp,udp",applications,Warzone 2100 GameSpy,Portforward
1,2357,"tcp,udp",unihub-server,UniHub Server,IANA
2,2300-2400,udp,applications,Age of Empires II,Portforward
3,2300-2400,udp,applications,Alpha Centauri,Portforward
4,2300-2400,udp,applications,Chessmaster 8000,Portforward
5,2300-2400,udp,applications,Cossacks,Portforward
6,2300-2400,udp,applications,DirectX 7,Portforward
7,2300-2400,udp,applications,Enemy Engaged 2,Portforward
8,2300-2400,udp,applications,Flight Simulator 2000,Portforward
9,2300-2400,udp,applications,Flight Simulator 2002,Portforward
10,2300-2400,udp,applications,Freelancer Server,Portforward
11,2300-2400,udp,applications,Janes F-18,Portforward
12,2300-2400,udp,applications,MechCommander 2,Portforward
13,2300-2400,udp,applications,MSN Game Zone DX,Portforward
14,2300-2400,udp,applications,Pools of Radiance Ruins of Myth Drannor,Portforward
15,2300-2399,udp,applications,Rakion,Portforward
16,2300-2400,udp,applications,Re-Volt,Portforward
17,2300-2400,udp,applications,Stronghold Crusader,Portforward
18,2300-2400,udp,applications,Total Annihilation,Portforward
19,2300-2400,udp,applications,Warlords Battlecry,Portforward
20,2300-2400,udp,applications,Warlords Battlecry II,Portforward
21,2300-2400,"tcp,udp",applications,Warzone 2100 GameSpy,Portforward
1,2358,"tcp,udp",futrix,Futrix,IANA
2,2300-2400,udp,applications,Age of Empires II,Portforward
3,2300-2400,udp,applications,Alpha Centauri,Portforward
4,2300-2400,udp,applications,Chessmaster 8000,Portforward
5,2300-2400,udp,applications,Cossacks,Portforward
6,2300-2400,udp,applications,DirectX 7,Portforward
7,2300-2400,udp,applications,Enemy Engaged 2,Portforward
8,2300-2400,udp,applications,Flight Simulator 2000,Portforward
9,2300-2400,udp,applications,Flight Simulator 2002,Portforward
10,2300-2400,udp,applications,Freelancer Server,Portforward
11,2300-2400,udp,applications,Janes F-18,Portforward
12,2300-2400,udp,applications,MechCommander 2,Portforward
13,2300-2400,udp,applications,MSN Game Zone DX,Portforward
14,2300-2400,udp,applications,Pools of Radiance Ruins of Myth Drannor,Portforward
15,2300-2399,udp,applications,Rakion,Portforward
16,2300-2400,udp,applications,Re-Volt,Portforward
17,2300-2400,udp,applications,Stronghold Crusader,Portforward
18,2300-2400,udp,applications,Total Annihilation,Portforward
19,2300-2400,udp,applications,Warlords Battlecry,Portforward
20,2300-2400,udp,applications,Warlords Battlecry II,Portforward
21,2300-2400,"tcp,udp",applications,Warzone 2100 GameSpy,Portforward
1,2359,"tcp,udp",flukeserver,FlukeServer,IANA
2,2300-2400,udp,applications,Age of Empires II,Portforward
3,2300-2400,udp,applications,Alpha Centauri,Portforward
4,2300-2400,udp,applications,Chessmaster 8000,Portforward
5,2300-2400,udp,applications,Cossacks,Portforward
6,2300-2400,udp,applications,DirectX 7,Portforward
7,2300-2400,udp,applications,Enemy Engaged 2,Portforward
8,2300-2400,udp,applications,Flight Simulator 2000,Portforward
9,2300-2400,udp,applications,Flight Simulator 2002,Portforward
10,2300-2400,udp,applications,Freelancer Server,Portforward
11,2300-2400,udp,applications,Janes F-18,Portforward
12,2300-2400,udp,applications,MechCommander 2,Portforward
13,2300-2400,udp,applications,MSN Game Zone DX,Portforward
14,2300-2400,udp,applications,Pools of Radiance Ruins of Myth Drannor,Portforward
15,2300-2399,udp,applications,Rakion,Portforward
16,2300-2400,udp,applications,Re-Volt,Portforward
17,2300-2400,udp,applications,Stronghold Crusader,Portforward
18,2300-2400,udp,applications,Total Annihilation,Portforward
19,2300-2400,udp,applications,Warlords Battlecry,Portforward
20,2300-2400,udp,applications,Warlords Battlecry II,Portforward
